Incident_SK,Incident_ID,Date_Key,Operation_Key,Limit_Key,Vendor_Key,Downtime_Minutes,MTTR_Minutes,Impacted_Txns_Count,Financial_Loss_AUD,Is_Peak_Hour,Incident_Classification,Is_Invalid_Column,Data_Quality_Case
248,INC-000242,20240715,6,6,,20.2,42.7,1376,53183.37,False,Internal Infrastructure Failure,True,missing_data
249,INC-000243,20250306,5,5,5.0,9.6,14.2,406,15009.65,False,Third-Party/Vendor Outage,False,successful
250,INC-000244,20251124,5,5,7.0,56.3,56.5,2396,71802.73,False,Network/Telco Failure,False,successful
251,INC-000245,20250922,3,3,4.0,43.1,56.2,5863,63232.3,True,Software Deployment Bug,True,missing_data
252,INC-000246,20250219,6,6,5.0,20.0,22.5,1484,56092.13,False,Third-Party/Vendor Outage,False,successful
253,INC-000247,20241107,4,4,1.0,6.4,18.7,384,15164.5,False,Internal Infrastructure Failure,False,successful
254,INC-000248,20241020,2,2,4.0,26.4,28.8,1261,37070.99,False,Network/Telco Failure,False,successful
255,INC-000249,20250316,5,5,1.0,9.3,15.1,918,30583.04,True,Internal Infrastructure Failure,False,successful
256,INC-000250,20250816,6,6,,49.0,49.9,3034,94973.58,False,Internal Infrastructure Failure,True,missing_data
257,INC-000251,20250913,5,5,7.0,7.3,0.0,880,27599.6,True,Software Deployment Bug,False,self_resolved
258,INC-000252,20250421,2,2,1.0,3.4,4.8,310,10277.49,True,Internal Infrastructure Failure,False,successful
259,INC-000253,20250328,2,2,6.0,12.0,23.1,1674,56997.91,True,Third-Party/Vendor Outage,False,successful
260,INC-000254,20251122,8,8,4.0,0.0,8.9,0,0.0,False,Network/Telco Failure,True,false_alert
261,INC-000255,20250607,3,3,3.0,69.5,53.2,4448,63216.95,False,Third-Party/Vendor Outage,True,logging_error
262,INC-000256,20240622,3,3,6.0,42.8,56.6,2545,29996.57,False,Third-Party/Vendor Outage,False,successful
263,INC-000257,20241017,4,4,6.0,26.0,26.1,2315,66882.27,True,Software Deployment Bug,False,successful
264,INC-000258,20240405,2,2,2.0,102.7,104.8,4471,154849.38,False,Network/Telco Failure,False,successful
265,INC-000259,20251119,6,6,1.0,13.5,707.6,1757,58792.78,True,Internal Infrastructure Failure,True,extended_mttr_outlier
266,INC-000260,20241113,1,1,3.0,12.5,21.6,531,6036.21,False,Network/Telco Failure,False,successful
267,INC-000261,20240722,3,3,3.0,26.4,44.0,1709,18398.8,False,Network/Telco Failure,False,successful
268,INC-000262,20240126,6,6,8.0,33.1,0.0,2055,74968.0,False,Third-Party/Vendor Outage,False,self_resolved
269,INC-000263,20240907,4,4,5.0,33.3,0.0,1668,60237.85,False,Third-Party/Vendor Outage,False,self_resolved
270,INC-000264,20250917,4,4,1.0,-36.1,47.5,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
271,INC-000265,20240315,3,3,2.0,27.2,30.3,2012,23477.38,False,Third-Party/Vendor Outage,False,successful
272,INC-000266,20250228,10,10,5.0,152.7,155.9,4736,111904.93,True,Network/Telco Failure,False,successful
273,INC-000267,20251214,10,10,4.0,0.0,0.0,78,1442.81,False,Third-Party/Vendor Outage,True,ghost_impact
274,INC-000268,20250521,1,1,7.0,64.3,68.6,3604,37788.33,False,Third-Party/Vendor Outage,False,successful
275,INC-000269,20240906,6,6,7.0,12.2,472.7,605,25855.24,False,Network/Telco Failure,True,extended_mttr_outlier
276,INC-000270,20251102,5,5,5.0,27.9,0.0,1546,64205.21,False,Third-Party/Vendor Outage,False,self_resolved
277,INC-000271,20240419,4,4,5.0,23.1,0.0,2014,76883.47,True,Third-Party/Vendor Outage,False,self_resolved
278,INC-000272,20240812,5,5,1.0,16.3,21.2,2193,81656.63,True,Internal Infrastructure Failure,False,successful
279,INC-000273,20240629,8,8,6.0,22.8,32.5,253,5379.06,False,Third-Party/Vendor Outage,False,successful
280,INC-000274,20240221,5,5,2.0,32.4,35.1,2523,72917.44,False,Network/Telco Failure,False,successful
281,INC-000275,20240504,5,5,2.0,-45.1,67.3,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
282,INC-000276,20240516,2,2,1.0,82.5,93.9,8587,276784.88,True,Internal Infrastructure Failure,False,successful
283,INC-000277,20250420,3,3,1.0,4.4,0.0,218,3021.52,False,Internal Infrastructure Failure,False,self_resolved
284,INC-000278,20251114,3,3,5.0,-6.2,13.2,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
285,INC-000279,20250329,3,3,2.0,10.3,0.0,567,6206.15,False,Third-Party/Vendor Outage,False,self_resolved
286,INC-000280,20250715,5,5,3.0,17.8,28.6,1057,42427.96,False,Third-Party/Vendor Outage,False,successful
287,INC-000281,20240611,7,7,6.0,7.2,13.9,193,3650.33,True,Third-Party/Vendor Outage,True,missing_data
288,INC-000282,20250405,3,3,7.0,41.4,44.1,5731,71501.3,True,Software Deployment Bug,False,successful
289,INC-000283,20240910,3,3,7.0,7.2,5.1,359,4087.75,False,Software Deployment Bug,True,logging_error
290,INC-000284,20250617,2,2,1.0,8.8,11.3,779,25201.97,True,Internal Infrastructure Failure,False,successful
291,INC-000285,20250511,9,9,5.0,34.4,35.7,512,7001.27,False,Network/Telco Failure,False,successful
292,INC-000286,20241008,10,10,6.0,25.9,28.0,428,9340.94,False,Third-Party/Vendor Outage,False,successful
293,INC-000287,20240320,1,1,3.0,33.8,14.5,1828,22795.39,False,Software Deployment Bug,True,logging_error
294,INC-000288,20240828,9,9,5.0,21.5,29.9,479,6660.67,True,Software Deployment Bug,False,successful
295,INC-000289,20241209,7,7,4.0,35.8,37.9,487,9306.82,False,Software Deployment Bug,False,successful
296,INC-000290,20250707,5,5,5.0,24.3,31.6,2388,97956.02,True,Third-Party/Vendor Outage,False,successful
297,INC-000291,20240521,4,4,5.0,4.8,9.5,469,18796.06,True,Network/Telco Failure,False,successful
298,INC-000292,20240824,2,2,7.0,6.6,34.2,713,22602.85,True,Third-Party/Vendor Outage,False,successful
299,INC-000293,20251211,5,5,6.0,3.2,5.1,181,6206.46,False,Network/Telco Failure,False,successful
300,INC-000294,20251224,8,8,3.0,42.1,43.1,1296,27180.69,True,Network/Telco Failure,False,successful
301,INC-000295,20240306,4,4,3.0,12.3,590.2,808,33598.7,False,Third-Party/Vendor Outage,True,extended_mttr_outlier
302,INC-000296,20250221,5,5,8.0,-5.4,12.3,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
303,INC-000297,20250709,2,2,5.0,48.4,60.9,3010,95895.22,False,Third-Party/Vendor Outage,False,successful
304,INC-000298,20250301,6,6,1.0,28.9,33.8,3334,106005.24,True,Internal Infrastructure Failure,False,successful
305,INC-000299,20240304,3,3,8.0,6.7,21.1,902,11239.5,True,Network/Telco Failure,False,successful
306,INC-000300,20250306,2,2,2.0,5.8,27.5,638,,True,Third-Party/Vendor Outage,True,missing_data
307,INC-000301,20250821,4,4,1.0,44.0,1103.5,4008,142481.13,True,Internal Infrastructure Failure,True,extended_mttr_outlier
308,INC-000302,20251213,1,1,7.0,11.5,16.1,881,10723.81,False,Third-Party/Vendor Outage,False,successful
309,INC-000303,20250812,4,4,1.0,15.0,16.5,930,29465.99,False,Internal Infrastructure Failure,False,successful
310,INC-000304,20250124,6,6,8.0,41.3,41.7,2895,98278.0,False,Third-Party/Vendor Outage,False,successful
311,INC-000305,20240107,8,8,4.0,9.4,498.1,139,3009.16,False,Software Deployment Bug,True,extended_mttr_outlier
312,INC-000306,20241101,5,5,5.0,8.9,10.8,636,21893.83,False,Third-Party/Vendor Outage,False,successful
313,INC-000307,20250305,3,3,4.0,28.6,0.0,1325,19247.6,False,Network/Telco Failure,False,self_resolved
314,INC-000308,20250514,5,5,3.0,38.1,48.4,2067,81791.44,False,Network/Telco Failure,False,successful
315,INC-000309,20241006,2,2,6.0,6.2,8.3,454,18758.65,False,Third-Party/Vendor Outage,True,duplicate_source
316,INC-000309,20241006,2,2,6.0,6.2,6.5,454,18758.65,False,Third-Party/Vendor Outage,True,duplicate_source
317,INC-000310,20250512,1,1,4.0,11.3,5.1,758,8931.04,False,Third-Party/Vendor Outage,True,logging_error
318,INC-000311,20250202,1,1,1.0,20.6,21.0,1482,20382.79,False,Internal Infrastructure Failure,False,successful
319,INC-000312,20241210,2,2,3.0,10.2,13.4,748,29231.68,False,Third-Party/Vendor Outage,False,successful
320,INC-000313,20240618,4,4,5.0,6.7,2.6,346,11605.96,False,Third-Party/Vendor Outage,True,logging_error
321,INC-000314,20240510,5,5,1.0,9.6,0.0,1276,51943.95,True,Internal Infrastructure Failure,False,self_resolved
322,INC-000315,20250929,2,2,2.0,5.5,5.9,606,17751.19,True,Third-Party/Vendor Outage,False,successful
323,INC-000316,20250207,10,10,6.0,26.7,17.3,488,9650.65,False,Third-Party/Vendor Outage,True,logging_error
324,INC-000317,20240326,5,5,3.0,62.9,72.2,3901,152769.5,False,Third-Party/Vendor Outage,False,successful
325,INC-000318,20240518,7,7,2.0,9.4,7.7,193,3653.58,True,Third-Party/Vendor Outage,True,logging_error
326,INC-000319,20240705,5,5,6.0,3.1,0.9,172,5209.22,False,Third-Party/Vendor Outage,True,logging_error
327,INC-000320,20240923,4,4,3.0,34.7,38.0,3699,152482.41,True,Third-Party/Vendor Outage,False,successful
328,INC-000321,20241201,4,4,6.0,31.3,0.0,1869,70005.68,False,Network/Telco Failure,False,self_resolved
329,INC-000322,20250410,3,3,2.0,5.1,12.4,382,4507.49,False,Software Deployment Bug,False,successful
330,INC-000323,20241211,6,6,3.0,67.2,0.0,3538,100583.97,False,Third-Party/Vendor Outage,False,self_resolved
331,INC-000324,20241011,2,2,2.0,6.0,19.4,351,12417.68,False,Third-Party/Vendor Outage,False,successful
332,INC-000325,20240915,8,8,2.0,6.5,7.3,208,5047.62,True,Third-Party/Vendor Outage,False,successful
333,INC-000326,20250426,8,8,3.0,17.4,18.6,351,8631.77,True,Third-Party/Vendor Outage,False,successful
334,INC-000327,20250706,3,3,5.0,11.4,16.8,1299,17076.64,True,Third-Party/Vendor Outage,False,successful
335,INC-000328,20241224,6,6,7.0,0.0,11.5,0,0.0,False,Network/Telco Failure,True,false_alert
336,INC-000329,20251027,3,3,8.0,19.3,22.0,1806,24629.73,True,Third-Party/Vendor Outage,False,successful
337,INC-000330,20251029,7,7,5.0,10.0,14.1,158,3541.81,False,Third-Party/Vendor Outage,False,successful
338,INC-000331,20240201,10,10,6.0,20.9,0.0,516,12342.45,True,Network/Telco Failure,False,self_resolved
339,INC-000332,20240723,3,3,3.0,61.7,0.0,4093,46825.2,False,Third-Party/Vendor Outage,False,self_resolved
340,INC-000333,20250928,5,5,6.0,12.1,17.7,794,33641.13,False,Network/Telco Failure,False,successful
341,INC-000334,20240901,3,3,7.0,16.5,20.5,939,12610.21,False,Network/Telco Failure,False,successful
342,INC-000335,20250429,2,2,3.0,13.9,15.3,1238,36079.5,True,Third-Party/Vendor Outage,False,successful
343,INC-000336,20250731,5,5,8.0,21.4,40.5,1127,34221.68,False,Network/Telco Failure,False,successful
344,INC-000337,20250421,4,4,7.0,17.3,25.3,1214,39367.5,False,Software Deployment Bug,False,successful
345,INC-000338,20250112,1,1,1.0,19.0,26.0,2264,27634.14,True,Internal Infrastructure Failure,False,successful
346,INC-000339,20240620,9,9,2.0,15.8,24.1,396,4379.11,True,Third-Party/Vendor Outage,False,successful
347,INC-000340,20240616,8,8,7.0,0.0,0.0,329,6723.94,False,Software Deployment Bug,True,ghost_impact
348,INC-000341,20240420,5,5,6.0,14.8,14.9,632,25475.1,False,Third-Party/Vendor Outage,False,successful
349,INC-000342,20241115,6,6,4.0,6.4,17.2,406,13789.69,False,Third-Party/Vendor Outage,False,successful
350,INC-000343,20250210,9,9,6.0,19.2,60.9,425,4949.03,True,Network/Telco Failure,False,successful
351,INC-000344,20240318,9,9,4.0,22.6,27.4,329,5532.97,False,Network/Telco Failure,False,successful
352,INC-000345,20240414,6,6,2.0,4.1,0.0,309,9137.08,False,Software Deployment Bug,False,self_resolved
353,INC-000346,20251201,5,5,8.0,3.5,6.8,159,6686.6,False,Third-Party/Vendor Outage,False,successful
354,INC-000347,20250802,6,6,2.0,8.1,15.2,786,30819.09,True,Third-Party/Vendor Outage,False,successful
355,INC-000348,20241221,5,5,4.0,0.0,0.0,193,8047.15,False,Third-Party/Vendor Outage,True,ghost_impact
356,INC-000349,20251108,6,6,8.0,-47.3,47.8,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
357,INC-000350,20240311,5,5,1.0,31.8,38.6,1481,50708.7,False,Internal Infrastructure Failure,False,successful
358,INC-000351,20250602,3,3,4.0,7.9,0.0,758,8226.15,True,Software Deployment Bug,False,self_resolved
359,INC-000352,20240113,7,7,5.0,38.0,48.6,607,12779.11,False,Third-Party/Vendor Outage,False,successful
360,INC-000353,20250516,2,2,3.0,26.4,27.3,2215,80251.3,True,Third-Party/Vendor Outage,False,successful
361,INC-000354,20250319,1,1,2.0,3.5,19.3,259,3351.91,False,Software Deployment Bug,False,successful
362,INC-000355,20251012,4,4,7.0,37.4,41.3,4267,155324.72,True,Third-Party/Vendor Outage,False,successful
363,INC-000356,20251225,7,7,8.0,12.8,20.2,179,4391.32,False,Network/Telco Failure,False,successful
364,INC-000357,20250321,3,3,2.0,-50.8,64.3,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
365,INC-000358,20250618,1,1,4.0,46.1,51.6,4199,57156.26,True,Software Deployment Bug,False,successful
366,INC-000359,20250922,3,3,3.0,28.6,55.5,1642,21692.69,False,Third-Party/Vendor Outage,False,successful
367,INC-000360,20250421,3,3,7.0,19.3,39.7,1383,19000.41,False,Third-Party/Vendor Outage,False,successful
368,INC-000361,20250829,6,6,5.0,9.8,505.3,440,16281.79,False,Software Deployment Bug,True,extended_mttr_outlier
369,INC-000362,20241126,5,5,6.0,28.2,31.4,1839,55223.31,False,Network/Telco Failure,True,missing_data
370,INC-000363,20240329,6,6,7.0,39.8,34.5,2119,85528.48,False,Software Deployment Bug,True,logging_error
371,INC-000364,20250406,6,6,1.0,0.0,4.8,0,0.0,True,Internal Infrastructure Failure,True,false_alert
372,INC-000365,20240906,5,5,7.0,90.5,77.8,6843,232555.98,False,Third-Party/Vendor Outage,True,logging_error
373,INC-000366,20250806,6,6,6.0,599.2,13.2,38785,1245605.87,False,Data/Logging Anomaly,True,outlier_downtime
374,INC-000367,20241210,9,9,7.0,19.5,21.0,421,5285.13,True,Third-Party/Vendor Outage,False,successful
375,INC-000368,20250521,1,1,5.0,0.0,8.1,0,0.0,False,Software Deployment Bug,True,false_alert
376,INC-000369,20240705,7,7,6.0,11.5,18.8,223,4781.71,False,Third-Party/Vendor Outage,False,successful
377,INC-000370,20240805,3,3,3.0,43.9,2124.9,3796,39367.42,True,Software Deployment Bug,True,extended_mttr_outlier
378,INC-000371,20240921,6,6,3.0,30.3,13.4,3762,154213.18,True,Software Deployment Bug,True,logging_error
379,INC-000372,20241013,2,2,6.0,27.8,33.5,3661,103973.7,True,Software Deployment Bug,False,successful
380,INC-000373,20250723,4,4,1.0,1935.3,16.7,118532,4788762.39,False,Data/Logging Anomaly,True,outlier_downtime
381,INC-000374,20240111,9,9,,6.2,12.4,88,,False,Internal Infrastructure Failure,True,missing_data
382,INC-000375,20250613,2,2,7.0,43.3,46.6,3367,110486.1,False,Network/Telco Failure,False,successful
383,INC-000376,20240328,7,7,5.0,47.0,48.0,566,12785.72,False,Network/Telco Failure,False,successful
384,INC-000377,20250220,2,2,8.0,40.7,2237.2,2001,64893.66,False,Third-Party/Vendor Outage,True,extended_mttr_outlier
385,INC-000378,20250722,3,3,1.0,38.0,48.8,3256,40460.34,True,Internal Infrastructure Failure,False,successful
386,INC-000379,20240903,3,3,7.0,29.5,0.0,2144,22737.5,False,Third-Party/Vendor Outage,False,self_resolved
387,INC-000380,20251023,4,4,4.0,16.2,0.0,990,38633.15,False,Third-Party/Vendor Outage,False,self_resolved
388,INC-000381,20250403,6,6,4.0,6.5,13.8,362,10935.8,False,Third-Party/Vendor Outage,False,successful
389,INC-000382,20240405,2,2,5.0,16.9,29.8,776,31726.73,False,Software Deployment Bug,False,successful
390,INC-000383,20240814,6,6,4.0,13.8,14.5,727,21790.81,False,Third-Party/Vendor Outage,False,successful
391,INC-000384,20251209,1,1,2.0,8.1,18.9,1076,13251.57,True,Network/Telco Failure,True,missing_data
392,INC-000385,20241109,2,2,3.0,18.3,25.3,1448,47413.18,True,Software Deployment Bug,False,successful
393,INC-000386,20250429,2,2,,15.9,21.3,2139,83277.27,True,Internal Infrastructure Failure,True,missing_data
394,INC-000387,20250720,3,3,5.0,39.0,31.5,2192,22559.4,False,Software Deployment Bug,True,logging_error
395,INC-000388,20250311,5,5,8.0,42.6,43.5,4687,158498.15,True,Software Deployment Bug,False,successful
396,INC-000389,20241226,6,6,3.0,35.8,66.1,3268,123139.79,True,Third-Party/Vendor Outage,False,successful
397,INC-000390,20241004,5,5,1.0,52.9,53.9,2846,113774.0,False,Internal Infrastructure Failure,False,successful
398,INC-000391,20241109,3,3,2.0,28.1,30.7,3471,46972.52,True,Software Deployment Bug,False,successful
399,INC-000392,20240824,2,2,8.0,0.0,7.7,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
400,INC-000393,20240716,4,4,4.0,-17.5,18.0,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
401,INC-000394,20240502,8,8,6.0,27.2,35.0,433,9392.1,False,Network/Telco Failure,False,successful
402,INC-000395,20240715,3,3,3.0,15.7,0.0,815,10379.26,False,Network/Telco Failure,False,self_resolved
403,INC-000396,20250510,9,9,5.0,12.0,32.3,229,3208.25,True,Software Deployment Bug,False,successful
404,INC-000397,20250826,4,4,3.0,4.7,5.6,237,7412.7,False,Software Deployment Bug,False,successful
405,INC-000398,20240412,6,6,5.0,13.6,23.8,1033,32790.57,False,Network/Telco Failure,False,successful
406,INC-000399,20241030,3,3,8.0,40.3,67.4,5579,77934.11,True,Network/Telco Failure,False,successful
407,INC-000400,20250104,6,6,6.0,7.1,7.9,588,18082.83,True,Network/Telco Failure,False,successful
408,INC-000401,20241105,2,2,1.0,5.3,5.4,294,10804.89,False,Internal Infrastructure Failure,False,successful
409,INC-000402,20240115,6,6,7.0,30.9,33.4,2237,78534.35,False,Network/Telco Failure,False,successful
410,INC-000403,20241007,3,3,8.0,3.9,7.1,332,4835.23,True,Third-Party/Vendor Outage,False,successful
411,INC-000404,20240225,1,1,2.0,45.1,49.2,5264,67042.68,True,Software Deployment Bug,False,successful
412,INC-000405,20251215,10,10,1.0,24.8,26.7,720,17830.77,True,Internal Infrastructure Failure,False,successful
413,INC-000406,20240509,1,1,,58.2,58.6,5927,,True,Internal Infrastructure Failure,True,missing_data
414,INC-000407,20251015,5,5,8.0,34.1,38.1,3560,137385.87,True,Third-Party/Vendor Outage,False,successful
415,INC-000408,20240415,1,1,4.0,22.3,39.6,1416,18679.98,False,Third-Party/Vendor Outage,False,successful
416,INC-000409,20250810,6,6,5.0,88.0,92.4,11841,453051.92,True,Software Deployment Bug,False,successful
417,INC-000410,20250425,6,6,1.0,0.0,7.5,0,0.0,False,Internal Infrastructure Failure,True,false_alert
418,INC-000411,20250505,8,8,8.0,10.6,15.7,193,3768.83,False,Third-Party/Vendor Outage,False,successful
419,INC-000412,20241214,1,1,2.0,64.9,68.3,6947,75084.9,True,Network/Telco Failure,False,successful
420,INC-000413,20240222,4,4,5.0,34.9,0.0,1565,45391.52,False,Software Deployment Bug,False,self_resolved
421,INC-000414,20250504,2,2,1.0,23.7,30.4,1837,58545.44,False,Internal Infrastructure Failure,False,successful
422,INC-000415,20240426,8,8,1.0,16.3,18.9,311,5812.1,False,Internal Infrastructure Failure,False,successful
423,INC-000416,20240307,3,3,4.0,6.7,11.3,343,3928.88,False,Third-Party/Vendor Outage,False,successful
424,INC-000417,20250518,3,3,2.0,28.2,54.1,1730,17330.52,False,Third-Party/Vendor Outage,False,successful
425,INC-000418,20250813,4,4,8.0,22.6,23.1,1636,47652.97,False,Third-Party/Vendor Outage,False,successful
426,INC-000419,20240604,1,1,4.0,-3.3,21.4,0,0.0,False,Data/Logging Anomaly,True,negative_downtime
427,INC-000420,20250730,3,3,2.0,9.6,9.7,1043,12619.31,True,Software Deployment Bug,False,successful
428,INC-000421,20240328,5,5,7.0,5.1,10.0,373,11917.9,False,Network/Telco Failure,False,successful
429,INC-000422,20240501,10,10,8.0,28.6,31.2,881,14924.33,True,Third-Party/Vendor Outage,False,successful
430,INC-000423,20250912,3,3,3.0,84.1,88.3,9499,137795.49,True,Network/Telco Failure,False,successful
431,INC-000424,20250619,5,5,2.0,97.7,100.3,11736,464966.84,True,Third-Party/Vendor Outage,False,successful
432,INC-000425,20250406,3,3,5.0,24.3,30.6,2293,25134.82,True,Third-Party/Vendor Outage,False,successful
433,INC-000426,20241031,4,4,4.0,0.0,7.8,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
434,INC-000427,20241108,2,2,6.0,25.2,64.8,2273,70169.19,True,Third-Party/Vendor Outage,False,successful
435,INC-000428,20250916,4,4,1.0,99.2,0.0,4970,188244.09,False,Internal Infrastructure Failure,False,self_resolved
436,INC-000429,20240411,9,9,7.0,51.4,58.1,1497,18935.46,True,Network/Telco Failure,False,successful
437,INC-000430,20251002,2,2,4.0,6.1,27.1,740,22030.2,True,Network/Telco Failure,False,successful
438,INC-000431,20240927,6,6,3.0,16.5,0.0,1007,29191.72,False,Third-Party/Vendor Outage,False,self_resolved
439,INC-000432,20240609,1,1,4.0,6.5,23.3,688,7160.26,True,Network/Telco Failure,False,successful
440,INC-000433,20240626,8,8,6.0,6.2,8.6,155,3836.91,True,Third-Party/Vendor Outage,False,successful
441,INC-000434,20240609,7,7,6.0,136.4,138.8,1774,43722.14,False,Third-Party/Vendor Outage,False,successful
442,INC-000435,20250222,6,6,6.0,6.0,0.0,392,16594.64,False,Third-Party/Vendor Outage,False,self_resolved
443,INC-000436,20251206,4,4,1.0,0.0,0.0,324,13367.05,False,Internal Infrastructure Failure,True,ghost_impact
444,INC-000437,20250831,3,3,4.0,26.9,0.0,1822,20452.06,False,Third-Party/Vendor Outage,False,self_resolved
445,INC-000438,20241025,1,1,2.0,18.0,34.3,1233,15329.9,False,Third-Party/Vendor Outage,True,duplicate_source
446,INC-000438,20241025,1,1,2.0,18.0,32.8,1233,15329.9,False,Third-Party/Vendor Outage,True,duplicate_source
447,INC-000439,20240825,9,9,7.0,4.1,3.3,59,780.88,False,Software Deployment Bug,True,logging_error
448,INC-000440,20251224,1,1,3.0,14.1,15.2,647,,False,Software Deployment Bug,True,missing_data
449,INC-000441,20251220,10,10,5.0,43.1,53.2,719,18030.54,False,Third-Party/Vendor Outage,False,successful
450,INC-000442,20240313,3,3,7.0,7.5,0.0,343,4852.09,False,Network/Telco Failure,False,self_resolved
451,INC-000443,20240927,5,5,1.0,43.6,43.9,3328,104478.43,False,Internal Infrastructure Failure,False,successful
452,INC-000444,20251002,6,6,7.0,85.1,2127.7,7581,294078.9,True,Network/Telco Failure,True,extended_mttr_outlier
453,INC-000445,20250311,8,8,4.0,14.4,47.5,340,6585.54,True,Third-Party/Vendor Outage,False,successful
454,INC-000446,20250711,5,5,,8.1,15.7,898,27762.52,True,Internal Infrastructure Failure,True,missing_data
455,INC-000447,20240818,4,4,2.0,5.5,9.9,376,15107.29,False,Network/Telco Failure,False,successful
456,INC-000448,20240929,1,1,3.0,28.3,0.0,1829,20346.65,False,Network/Telco Failure,False,self_resolved
457,INC-000449,20240314,4,4,7.0,27.7,0.0,3853,161940.3,True,Third-Party/Vendor Outage,False,self_resolved
458,INC-000450,20240618,2,2,7.0,31.5,32.3,1832,76640.73,False,Software Deployment Bug,False,successful
459,INC-000451,20250901,2,2,3.0,31.1,0.0,1594,61174.23,False,Software Deployment Bug,False,self_resolved
460,INC-000452,20250325,3,3,5.0,47.6,49.1,2078,27529.93,False,Third-Party/Vendor Outage,True,duplicate_source
461,INC-000452,20250325,3,3,5.0,47.6,47.8,2078,27529.93,False,Third-Party/Vendor Outage,True,duplicate_source
462,INC-000453,20250424,1,1,7.0,18.4,934.4,862,13039.05,False,Software Deployment Bug,True,extended_mttr_outlier
463,INC-000454,20251217,2,2,5.0,5.1,9.2,555,21240.68,True,Third-Party/Vendor Outage,False,successful
464,INC-000455,20241005,2,2,3.0,61.1,66.6,6384,244116.8,True,Third-Party/Vendor Outage,False,successful
465,INC-000456,20250324,2,2,4.0,0.0,7.1,0,0.0,False,Third-Party/Vendor Outage,True,false_alert
466,INC-000457,20250904,2,2,1.0,8.2,18.9,493,15245.4,False,Internal Infrastructure Failure,False,successful
467,INC-000458,20240210,7,7,2.0,15.6,0.0,237,4697.21,False,Third-Party/Vendor Outage,False,self_resolved
468,INC-000459,20241126,6,6,4.0,8.2,10.4,589,20095.22,False,Software Deployment Bug,False,successful
469,INC-000460,20240127,8,8,5.0,122.6,127.8,1823,42069.24,False,Third-Party/Vendor Outage,False,successful
470,INC-000461,20240822,6,6,5.0,57.2,60.5,3500,130580.08,False,Third-Party/Vendor Outage,False,successful
471,INC-000462,20251119,1,1,3.0,7.0,11.2,473,5687.45,False,Software Deployment Bug,False,successful
472,INC-000463,20250813,1,1,5.0,26.0,28.3,1819,24131.59,False,Third-Party/Vendor Outage,False,successful
473,INC-000464,20240628,8,8,4.0,8.2,0.0,103,2087.06,False,Third-Party/Vendor Outage,False,self_resolved
474,INC-000465,20250615,2,2,6.0,0.0,0.0,326,11940.75,False,Third-Party/Vendor Outage,True,ghost_impact
475,INC-000466,20241011,5,5,7.0,48.4,57.7,2627,83196.29,False,Network/Telco Failure,False,successful
476,INC-000467,20250822,2,2,2.0,13.4,40.2,1360,57174.37,True,Third-Party/Vendor Outage,False,successful
477,INC-000468,20251012,4,4,4.0,70.4,89.1,5030,189110.53,False,Third-Party/Vendor Outage,False,successful
478,INC-000469,20240403,6,6,8.0,0.0,4.0,0,0.0,True,Third-Party/Vendor Outage,True,false_alert
479,INC-000470,20241222,5,5,8.0,33.8,34.9,2084,61822.66,False,Third-Party/Vendor Outage,False,successful
480,INC-000471,20241207,7,7,3.0,12.7,0.0,402,7577.0,True,Software Deployment Bug,False,self_resolved
481,INC-000472,20251117,2,2,5.0,15.3,16.7,1060,31673.12,False,Third-Party/Vendor Outage,False,successful
482,INC-000473,20240613,6,6,4.0,38.1,41.4,2064,60493.16,False,Software Deployment Bug,False,successful
483,INC-000474,20250225,5,5,7.0,11.9,12.8,906,29466.62,False,Third-Party/Vendor Outage,False,successful
484,INC-000475,20241022,4,4,8.0,11.8,0.0,1104,34086.4,True,Third-Party/Vendor Outage,False,self_resolved
485,INC-000476,20250717,3,3,3.0,12.1,7.7,597,8054.78,False,Third-Party/Vendor Outage,True,logging_error
486,INC-000477,20250410,7,7,5.0,19.1,21.2,399,7343.84,True,Third-Party/Vendor Outage,False,successful
487,INC-000478,20241118,6,6,8.0,9.8,18.7,429,12842.52,False,Software Deployment Bug,True,duplicate_source
488,INC-000478,20241118,6,6,8.0,9.8,20.7,429,12842.52,False,Software Deployment Bug,True,duplicate_source
489,INC-000479,20241127,6,6,2.0,49.7,51.4,3197,119701.76,False,Third-Party/Vendor Outage,False,successful
490,INC-000480,20250217,1,1,5.0,43.1,83.5,2081,27529.84,False,Third-Party/Vendor Outage,False,successful
491,INC-000481,20251104,6,6,6.0,18.0,0.0,1354,38810.95,False,Third-Party/Vendor Outage,False,self_resolved
492,INC-000482,20250227,8,8,2.0,16.6,19.2,229,4572.78,False,Third-Party/Vendor Outage,False,successful
493,INC-000483,20240711,1,1,3.0,51.1,63.5,2692,28548.25,False,Software Deployment Bug,False,successful
494,INC-000484,20250929,6,6,1.0,0.0,0.0,296,9956.07,True,Internal Infrastructure Failure,True,ghost_impact
